min_lat,min_lon,max_lat,max_lon,bs_lat,bs_lon,bs_alt,freq (ghz),n_reflections,scattering,diffraction,x_step,y_step,z_step
48.79834,2.21841,48.92004,2.47549,,,,3.5,5,0,1,2,2,0
